11AS_B	11AS_A
1C9T_H	1C9T_A
1C9T_H	1C9T_B
1C9T_H	1C9T_C
1C9T_H	1C9T_D
1C9T_H	1C9T_E
1C9T_H	1C9T_F
1C9T_H	1C9T_G
1C9T_H	1C9T_I
1C9T_H	1C9T_J
1C9T_H	1C9T_K
1C9T_H	1C9T_L
1CA4_C	1CA4_A
1CA4_C	1CA4_B
1CA4_C	1CA4_D
1CA4_C	1CA4_E
1CA4_C	1CA4_F
1CA9_F	1CA9_A
1CA9_F	1CA9_B
1CA9_F	1CA9_C
1CA9_F	1CA9_D
1CA9_F	1CA9_E
1CA9_F	1CA9_G
1CA9_F	1CA9_H
1CAG_B	1CAG_A
1CAG_B	1CAG_C
1CAU_B	1CAU_A
1CAV_B	1CAV_A
1CBK_B	1CBK_A
1CCW_B	1CCW_A
1CCW_B	1CCW_C
1CCW_B	1CCW_D
1CCW_C	1CCW_A
1CCW_C	1CCW_B
1CCW_C	1CCW_D
1CD1_A	1CD1_B
1CD1_A	1CD1_C
1CD1_A	1CD1_D
1CD3_4	1CD3_1
1CD3_4	1CD3_2
1CD3_4	1CD3_3
1CD3_4	1CD3_B
1CD3_4	1CD3_F
1CD3_4	1CD3_G
1CD3_B	1CD3_1
1CD3_B	1CD3_2
1CD3_B	1CD3_3
1CD3_B	1CD3_4
1CD3_B	1CD3_F
1CD3_B	1CD3_G
1CD3_F	1CD3_1
1CD3_F	1CD3_2
1CD3_F	1CD3_3
1CD3_F	1CD3_4
1CD3_F	1CD3_B
1CD3_F	1CD3_G
1CD3_G	1CD3_1
1CD3_G	1CD3_2
1CD3_G	1CD3_3
1CD3_G	1CD3_4
1CD3_G	1CD3_B
1CD3_G	1CD3_F
1CD9_B	1CD9_A
1CD9_B	1CD9_C
1CD9_B	1CD9_D
1CDC_A	1CDC_B
1CDO_B	1CDO_A
1CEE_B	1CEE_A
1CER_B	1CER_A
1CER_B	1CER_C
1CER_B	1CER_D
1CER_B	1CER_O
1CER_B	1CER_P
1CER_B	1CER_Q
1CER_B	1CER_R
1CEV_D	1CEV_A
1CEV_D	1CEV_B
1CEV_D	1CEV_C
1CEV_D	1CEV_E
1CEV_D	1CEV_F
1CF0_A	1CF0_B
1CF0_A	1CF0_C
1CF1_C	1CF1_A
1CF1_C	1CF1_B
1CF1_C	1CF1_D
1CF2_O	1CF2_P
1CF2_O	1CF2_Q
1CF2_O	1CF2_R
1CF4_B	1CF4_A
1CF5_A	1CF5_B
1CF7_A	1CF7_B
1CF7_B	1CF7_A
1CFW_B	1CFW_A
1CFZ_F	1CFZ_A
1CFZ_F	1CFZ_B
1CFZ_F	1CFZ_C
1CFZ_F	1CFZ_D
1CFZ_F	1CFZ_E
1CG2_D	1CG2_A
1CG2_D	1CG2_B
1CG2_D	1CG2_C
1CG5_A	1CG5_B
1CG5_B	1CG5_A
1CG8_A	1CG8_B
1CG8_B	1CG8_A
1CGJ_I	1CGJ_E
1CHK_B	1CHK_A
1CHM_A	1CHM_B
1CI0_A	1CI0_B
1CI0_B	1CI0_A
1CI4_A	1CI4_B
1CI6_A	1CI6_B
1CI9_B	1CI9_A
1CIQ_A	1CIQ_B
1CIR_A	1CIR_B
1CJA_A	1CJA_B
1CJD_B	1CJD_A
1CJD_B	1CJD_C
1CJT_A	1CJT_B
1CJT_A	1CJT_C
1CJT_B	1CJT_A
1CJT_B	1CJT_C
1CJX_B	1CJX_A
1CJX_B	1CJX_C
1CJX_B	1CJX_D
1CJY_A	1CJY_B
1CKM_A	1CKM_B
1CKS_C	1CKS_A
1CKS_C	1CKS_B
1CKU_A	1CKU_B
1CL2_B	1CL2_A
1CL7_H	1CL7_I
1CL7_H	1CL7_L
1CL7_I	1CL7_H
1CL7_I	1CL7_L
1CLI_A	1CLI_B
1CLI_A	1CLI_C
1CLI_A	1CLI_D
1CLV_A	1CLV_I
1CLV_I	1CLV_A
1CM8_B	1CM8_A
1CM9_A	1CM9_B
1CMC_A	1CMC_B
1CMX_A	1CMX_B
1CMX_A	1CMX_C
1CMX_A	1CMX_D
1CN3_D	1CN3_A
1CN3_D	1CN3_B
1CN3_D	1CN3_C
1CN3_D	1CN3_E
1CN3_D	1CN3_F
1CNO_C	1CNO_A
1CNO_C	1CNO_B
1CNO_C	1CNO_D
1CNO_C	1CNO_E
1CNO_C	1CNO_F
1CNO_C	1CNO_G
1CNO_C	1CNO_H
1CNO_G	1CNO_A
1CNO_G	1CNO_B
1CNO_G	1CNO_C
1CNO_G	1CNO_D
1CNO_G	1CNO_E
1CNO_G	1CNO_F
1CNO_G	1CNO_H
1CNS_B	1CNS_A
1CNT_1	1CNT_2
1CNT_1	1CNT_3
1CNT_1	1CNT_4
1CNT_2	1CNT_1
1CNT_2	1CNT_3
1CNT_2	1CNT_4
1CNZ_A	1CNZ_B
1CO7_I	1CO7_E
1COL_B	1COL_A
1COS_B	1COS_A
1COS_B	1COS_C
1COZ_A	1COZ_B
1CP2_A	1CP2_B
1CP9_A	1CP9_B
1CP9_B	1CP9_A
1CPB_A	1CPB_B
1CPB_B	1CPB_A
1CQ3_B	1CQ3_A
1CQ4_A	1CQ4_B
1CQD_C	1CQD_A
1CQD_C	1CQD_B
1CQD_C	1CQD_D
1CQJ_B	1CQJ_A
1CQJ_B	1CQJ_D
1CQJ_B	1CQJ_E
1CQK_B	1CQK_A
1CQT_J	1CQT_A
1CQT_J	1CQT_B
1CQT_J	1CQT_I
1CQX_A	1CQX_B
1CR5_A	1CR5_B
1CR5_A	1CR5_C
1CR5_C	1CR5_A
1CR5_C	1CR5_B
1CRU_A	1CRU_B
1CRX_A	1CRX_B
1CS1_D	1CS1_A
1CS1_D	1CS1_B
1CS1_D	1CS1_C
1CSB_B	1CSB_A
1CSB_B	1CSB_D
1CSB_B	1CSB_E
1CSB_D	1CSB_A
1CSB_D	1CSB_B
1CSB_D	1CSB_E
1CSE_I	1CSE_E
1CSK_C	1CSK_A
1CSK_C	1CSK_B
1CSK_C	1CSK_D
1CSY_A	1CSY_B
1CT9_A	1CT9_B
1CT9_A	1CT9_C
1CT9_A	1CT9_D
1CT9_D	1CT9_A
1CT9_D	1CT9_B
1CT9_D	1CT9_C
1CTA_B	1CTA_A
1CU1_B	1CU1_A
1CUL_A	1CUL_B
1CUL_A	1CUL_C
1CUL_B	1CUL_A
1CUL_B	1CUL_C
1CUN_C	1CUN_A
1CUN_C	1CUN_B
1CVJ_A	1CVJ_B
1CVJ_A	1CVJ_C
1CVJ_A	1CVJ_D
1CVJ_A	1CVJ_E
1CVJ_A	1CVJ_F
1CVJ_A	1CVJ_G
1CVJ_A	1CVJ_H
1CVJ_D	1CVJ_A
1CVJ_D	1CVJ_B
1CVJ_D	1CVJ_C
1CVJ_D	1CVJ_E
1CVJ_D	1CVJ_F
1CVJ_D	1CVJ_G
1CVJ_D	1CVJ_H
1CWD_L	1CWD_P
1CWP_A	1CWP_B
1CWP_A	1CWP_C
1CWQ_A	1CWQ_B
1CWU_B	1CWU_A
1CXZ_B	1CXZ_A
1CY9_B	1CY9_A
1CYD_D	1CYD_A
1CYD_D	1CYD_B
1CYD_D	1CYD_C
1CYQ_A	1CYQ_B
1CYY_B	1CYY_A
1CZ0_A	1CZ0_B
1CZ3_B	1CZ3_A
1CZF_A	1CZF_B
1CZI_E	1CZI_P
1CZZ_A	1CZZ_B
1CZZ_A	1CZZ_C
1CZZ_A	1CZZ_D
1CZZ_A	1CZZ_E
1D01_E	1D01_A
1D01_E	1D01_B
1D01_E	1D01_C
1D01_E	1D01_D
1D01_E	1D01_F
1D01_E	1D01_G
1D01_E	1D01_H
1D01_E	1D01_I
1D02_B	1D02_A
1D0A_B	1D0A_A
1D0A_B	1D0A_C
1D0A_B	1D0A_D
1D0A_B	1D0A_E
1D0A_B	1D0A_F
1D0A_B	1D0A_G
1D0A_B	1D0A_H
1D0A_B	1D0A_I
1D0A_B	1D0A_J
1D0A_B	1D0A_K
1D0A_B	1D0A_L
1D0C_A	1D0C_B
1D0D_A	1D0D_B
1D0I_H	1D0I_A
1D0I_H	1D0I_B
1D0I_H	1D0I_C
1D0I_H	1D0I_D
1D0I_H	1D0I_E
1D0I_H	1D0I_F
1D0I_H	1D0I_G
1D0I_H	1D0I_I
1D0I_H	1D0I_J
1D0I_H	1D0I_K
1D0I_H	1D0I_L
1D0N_B	1D0N_A
1D0Q_B	1D0Q_A
1D1G_A	1D1G_B
1D1M_B	1D1M_A
1D1Q_A	1D1Q_B
1D2C_B	1D2C_A
1D2E_C	1D2E_A
1D2E_C	1D2E_B
1D2E_C	1D2E_D
1D2F_A	1D2F_B
1D2F_B	1D2F_A
1D2I_B	1D2I_A
1D2O_B	1D2O_A
1D2V_B	1D2V_A
1D2V_B	1D2V_C
1D2V_B	1D2V_D
1D2Z_B	1D2Z_A
1D2Z_B	1D2Z_C
1D2Z_B	1D2Z_D
1D2Z_C	1D2Z_A
1D2Z_C	1D2Z_B
1D2Z_C	1D2Z_D
1D2Z_D	1D2Z_A
1D2Z_D	1D2Z_B
1D2Z_D	1D2Z_C
1D3B_E	1D3B_A
1D3B_E	1D3B_B
1D3B_E	1D3B_C
1D3B_E	1D3B_D
1D3B_E	1D3B_F
1D3B_E	1D3B_G
1D3B_E	1D3B_H
1D3B_E	1D3B_I
1D3B_E	1D3B_J
1D3B_E	1D3B_K
1D3B_E	1D3B_L
1D3B_F	1D3B_A
1D3B_F	1D3B_B
1D3B_F	1D3B_C
1D3B_F	1D3B_D
1D3B_F	1D3B_E
1D3B_F	1D3B_G
1D3B_F	1D3B_H
1D3B_F	1D3B_I
1D3B_F	1D3B_J
1D3B_F	1D3B_K
1D3B_F	1D3B_L
1D3B_H	1D3B_A
1D3B_H	1D3B_B
1D3B_H	1D3B_C
1D3B_H	1D3B_D
1D3B_H	1D3B_E
1D3B_H	1D3B_F
1D3B_H	1D3B_G
1D3B_H	1D3B_I
1D3B_H	1D3B_J
1D3B_H	1D3B_K
1D3B_H	1D3B_L
1D3B_K	1D3B_A
1D3B_K	1D3B_B
1D3B_K	1D3B_C
1D3B_K	1D3B_D
1D3B_K	1D3B_E
1D3B_K	1D3B_F
1D3B_K	1D3B_G
1D3B_K	1D3B_H
1D3B_K	1D3B_I
1D3B_K	1D3B_J
1D3B_K	1D3B_L
1D3B_L	1D3B_A
1D3B_L	1D3B_B
1D3B_L	1D3B_C
1D3B_L	1D3B_D
1D3B_L	1D3B_E
1D3B_L	1D3B_F
1D3B_L	1D3B_G
1D3B_L	1D3B_H
1D3B_L	1D3B_I
1D3B_L	1D3B_J
1D3B_L	1D3B_K
1D3U_A	1D3U_B
1D3U_B	1D3U_A
1D3Y_A	1D3Y_B
1D3Y_B	1D3Y_A
1D4A_D	1D4A_A
1D4A_D	1D4A_B
1D4A_D	1D4A_C
1D4C_A	1D4C_B
1D4C_A	1D4C_C
1D4C_A	1D4C_D
1D4T_A	1D4T_B
1D4V_A	1D4V_B
1D4V_B	1D4V_A
1D5F_C	1D5F_A
1D5F_C	1D5F_B
1D5Y_D	1D5Y_A
1D5Y_D	1D5Y_B
1D5Y_D	1D5Y_C
1D66_B	1D66_A
1D6G_A	1D6G_B
1D6N_A	1D6N_B
1D6S_A	1D6S_B
1D7A_O	1D7A_A
1D7A_O	1D7A_B
1D7A_O	1D7A_C
1D7A_O	1D7A_D
1D7A_O	1D7A_L
1D7A_O	1D7A_M
1D7A_O	1D7A_N
1D7C_B	1D7C_A
1D7K_A	1D7K_B
1D7K_B	1D7K_A
1D7M_A	1D7M_B
1D7Q_A	1D7Q_B
1D8H_B	1D8H_A
1D8H_B	1D8H_C
1D8I_A	1D8I_B
1D8I_A	1D8I_C
1D8L_A	1D8L_B
1D8W_A	1D8W_B
1D8W_A	1D8W_C
1D8W_A	1D8W_D
1D9C_A	1D9C_B
1D9K_G	1D9K_A
1D9K_G	1D9K_B
1D9K_G	1D9K_C
1D9K_G	1D9K_D
1D9K_G	1D9K_E
1D9K_G	1D9K_F
1D9K_G	1D9K_H
1D9K_G	1D9K_P
1D9K_G	1D9K_Q
1D9K_H	1D9K_A
1D9K_H	1D9K_B
1D9K_H	1D9K_C
1D9K_H	1D9K_D
1D9K_H	1D9K_E
1D9K_H	1D9K_F
1D9K_H	1D9K_G
1D9K_H	1D9K_P
1D9K_H	1D9K_Q
1D9Q_D	1D9Q_A
1D9Q_D	1D9Q_B
1D9Q_D	1D9Q_C
1D9U_A	1D9U_B
1DAN_T	1DAN_H
1DAN_T	1DAN_L
1DAN_T	1DAN_U
1DAN_U	1DAN_H
1DAN_U	1DAN_L
1DAN_U	1DAN_T
1DBD_A	1DBD_B
1DBF_C	1DBF_A
1DBF_C	1DBF_B
1DBN_A	1DBN_B
1DBQ_B	1DBQ_A
1DBT_A	1DBT_B
1DBT_A	1DBT_C
1DBT_C	1DBT_A
1DBT_C	1DBT_B
1DBW_A	1DBW_B
1DBX_A	1DBX_B
1DC1_B	1DC1_A
1DCE_A	1DCE_B
1DCE_A	1DCE_C
1DCE_A	1DCE_D
1DCE_D	1DCE_A
1DCE_D	1DCE_B
1DCE_D	1DCE_C
1DCI_A	1DCI_B
1DCI_A	1DCI_C
1DCK_B	1DCK_A
1DCT_B	1DCT_A
1DCU_A	1DCU_B
1DCU_A	1DCU_C
1DCU_A	1DCU_D
1DD1_B	1DD1_A
1DD1_B	1DD1_C
1DD3_B	1DD3_A
1DD3_B	1DD3_C
1DD3_B	1DD3_D
1DD3_D	1DD3_A
1DD3_D	1DD3_B
1DD3_D	1DD3_C
1DD4_C	1DD4_A
1DD4_C	1DD4_B
1DD4_C	1DD4_D
1DD4_D	1DD4_A
1DD4_D	1DD4_B
1DD4_D	1DD4_C
1DDG_A	1DDG_B
1DDJ_C	1DDJ_A
1DDJ_C	1DDJ_B
1DDJ_C	1DDJ_D
1DDL_A	1DDL_B
1DDL_A	1DDL_C
1DDM_A	1DDM_B
1DDZ_A	1DDZ_B
1DE4_G	1DE4_A
1DE4_G	1DE4_B
1DE4_G	1DE4_C
1DE4_G	1DE4_D
1DE4_G	1DE4_E
1DE4_G	1DE4_F
1DE4_G	1DE4_H
1DE4_G	1DE4_I
1DE5_A	1DE5_B
1DE5_A	1DE5_C
1DE5_A	1DE5_D
1DEB_A	1DEB_B
1DEE_D	1DEE_A
1DEE_D	1DEE_B
1DEE_D	1DEE_C
1DEE_D	1DEE_E
1DEE_D	1DEE_F
1DEE_D	1DEE_G
1DEE_D	1DEE_H
1DEK_B	1DEK_A
1DEL_A	1DEL_B
1DEQ_O	1DEQ_A
1DEQ_O	1DEQ_B
1DEQ_O	1DEQ_C
1DEQ_O	1DEQ_D
1DEQ_O	1DEQ_E
1DEQ_O	1DEQ_F
1DEQ_O	1DEQ_M
1DEQ_O	1DEQ_N
1DEQ_O	1DEQ_P
1DEQ_O	1DEQ_Q
1DEQ_O	1DEQ_R
1DEQ_O	1DEQ_S
1DEQ_O	1DEQ_Z
1DEQ_Q	1DEQ_A
1DEQ_Q	1DEQ_B
1DEQ_Q	1DEQ_C
1DEQ_Q	1DEQ_D
1DEQ_Q	1DEQ_E
1DEQ_Q	1DEQ_F
1DEQ_Q	1DEQ_M
1DEQ_Q	1DEQ_N
1DEQ_Q	1DEQ_O
1DEQ_Q	1DEQ_P
1DEQ_Q	1DEQ_R
1DEQ_Q	1DEQ_S
1DEQ_Q	1DEQ_Z
1DEU_A	1DEU_B
1DEV_D	1DEV_A
1DEV_D	1DEV_B
1DEV_D	1DEV_C
1DFK_Y	1DFK_A
1DFK_Y	1DFK_Z
1DFM_A	1DFM_B
1DGF_B	1DGF_A
1DGF_B	1DGF_C
1DGF_B	1DGF_D
1DGH_B	1DGH_A
1DGH_B	1DGH_C
1DGH_B	1DGH_D
1DGI_4	1DGI_1
1DGI_4	1DGI_2
1DGI_4	1DGI_3
1DGI_4	1DGI_R
1DGI_R	1DGI_1
1DGI_R	1DGI_2
1DGI_R	1DGI_3
1DGI_R	1DGI_4
1DGP_A	1DGP_B
1DGR_B	1DGR_A
1DGR_B	1DGR_C
1DGR_B	1DGR_M
1DGR_B	1DGR_N
1DGR_B	1DGR_V
1DGR_B	1DGR_W
1DGR_B	1DGR_X
1DGR_B	1DGR_Y
1DGR_N	1DGR_A
1DGR_N	1DGR_B
1DGR_N	1DGR_C
1DGR_N	1DGR_M
1DGR_N	1DGR_V
1DGR_N	1DGR_W
1DGR_N	1DGR_X
1DGR_N	1DGR_Y
1DGR_W	1DGR_A
1DGR_W	1DGR_B
1DGR_W	1DGR_C
1DGR_W	1DGR_M
1DGR_W	1DGR_N
1DGR_W	1DGR_V
1DGR_W	1DGR_X
1DGR_W	1DGR_Y
1DGS_B	1DGS_A
1DGW_A	1DGW_X
1DGW_A	1DGW_Y
1DGW_X	1DGW_A
1DGW_X	1DGW_Y
1DGW_Y	1DGW_A
1DGW_Y	1DGW_X
1DH3_C	1DH3_A
1DHK_B	1DHK_A
1DHM_B	1DHM_A
1DI0_D	1DI0_A
1DI0_D	1DI0_B
1DI0_D	1DI0_C
1DI0_D	1DI0_E
1DI1_B	1DI1_A
1DI2_A	1DI2_B
1DIP_A	1DIP_B
1DIQ_C	1DIQ_A
1DIQ_C	1DIQ_B
1DIQ_C	1DIQ_D
1DIR_D	1DIR_A
1DIR_D	1DIR_B
1DIR_D	1DIR_C
1DIZ_A	1DIZ_B
1DJ0_A	1DJ0_B
1DJ2_B	1DJ2_A
1DJ3_A	1DJ3_B
1DJ7_A	1DJ7_B
1DJ7_B	1DJ7_A
1DJ8_D	1DJ8_A
1DJ8_D	1DJ8_B
1DJ8_D	1DJ8_C
1DJ8_D	1DJ8_E
1DJ8_D	1DJ8_F
1DJL_A	1DJL_B
1DJN_A	1DJN_B
1DJP_B	1DJP_A
1DJW_B	1DJW_A
1DJX_B	1DJX_A
1DJY_A	1DJY_B
1DK0_A	1DK0_B
1DK7_B	1DK7_A
1DKD_D	1DKD_A
1DKD_D	1DKD_B
1DKD_D	1DKD_C
1DKD_D	1DKD_E
1DKD_D	1DKD_F
1DKD_D	1DKD_G
1DKD_D	1DKD_H
1DKG_A	1DKG_B
1DKG_A	1DKG_D
1DKG_D	1DKG_A
1DKG_D	1DKG_B
1DKI_A	1DKI_B
1DKI_A	1DKI_C
1DKI_A	1DKI_D
1DKL_B	1DKL_A
1DKR_A	1DKR_B
1DKR_B	1DKR_A
1DKU_B	1DKU_A
1DKX_A	1DKX_B
1DL5_A	1DL5_B
1DL5_B	1DL5_A
1DLF_H	1DLF_L
1DLF_L	1DLF_H
1DLK_D	1DLK_A
1DLK_D	1DLK_B
1DLK_D	1DLK_C
1DLK_D	1DLK_E
1DLK_D	1DLK_F
1DLM_A	1DLM_B
1DLP_A	1DLP_B
1DLP_A	1DLP_C
1DLP_A	1DLP_D
1DLP_A	1DLP_E
1DLP_A	1DLP_F
1DLP_C	1DLP_A
1DLP_C	1DLP_B
1DLP_C	1DLP_D
1DLP_C	1DLP_E
1DLP_C	1DLP_F
1DM0_L	1DM0_A
1DM0_L	1DM0_B
1DM0_L	1DM0_C
1DM0_L	1DM0_D
1DM0_L	1DM0_E
1DM0_L	1DM0_F
1DM0_L	1DM0_G
1DM0_L	1DM0_H
1DM0_L	1DM0_I
1DM0_L	1DM0_J
1DM0_L	1DM0_K
1DM5_A	1DM5_B
1DM5_A	1DM5_C
1DM5_A	1DM5_D
1DM5_A	1DM5_E
1DM5_A	1DM5_F
1DM9_B	1DM9_A
1DMH_A	1DMH_B
1DML_F	1DML_A
1DML_F	1DML_B
1DML_F	1DML_C
1DML_F	1DML_D
1DML_F	1DML_E
1DML_F	1DML_G
1DML_F	1DML_H
1DML_G	1DML_A
1DML_G	1DML_B
1DML_G	1DML_C
1DML_G	1DML_D
1DML_G	1DML_E
1DML_G	1DML_F
1DML_G	1DML_H
1DN0_B	1DN0_A
1DN0_B	1DN0_C
1DN0_B	1DN0_D
1DN2_B	1DN2_A
1DN2_B	1DN2_E
1DN2_B	1DN2_F
1DNP_A	1DNP_B
1DO2_B	1DO2_A
1DO2_B	1DO2_C
1DO2_B	1DO2_D
1DO5_A	1DO5_B
1DO5_A	1DO5_C
1DO5_A	1DO5_D
1DO6_B	1DO6_A
1DOA_B	1DOA_A
1DOF_A	1DOF_B
1DOF_A	1DOF_C
1DOF_A	1DOF_D
1DOK_A	1DOK_B
1DON_A	1DON_B
1DOS_B	1DOS_A
1DOW_A	1DOW_B
1DOW_B	1DOW_A
1DP4_A	1DP4_C
1DP4_C	1DP4_A
1DP5_B	1DP5_A
1DPG_B	1DPG_A
1DPJ_A	1DPJ_B
1DPJ_B	1DPJ_A
1DPT_B	1DPT_A
1DPT_B	1DPT_C
1DPU_A	1DPU_B
1DQA_C	1DQA_A
1DQA_C	1DQA_B
1DQA_C	1DQA_D
1DQE_B	1DQE_A
1DQI_C	1DQI_A
1DQI_C	1DQI_B
1DQI_C	1DQI_D
1DQK_C	1DQK_A
1DQK_C	1DQK_B
1DQK_C	1DQK_D
1DQP_B	1DQP_A
1DQS_B	1DQS_A
1DQT_B	1DQT_A
1DQT_B	1DQT_C
1DQT_B	1DQT_D
1DQX_D	1DQX_A
1DQX_D	1DQX_B
1DQX_D	1DQX_C
1DQZ_B	1DQZ_A
1DR0_A	1DR0_B
1DS6_B	1DS6_A
1DSF_H	1DSF_L
1DSX_E	1DSX_A
1DSX_E	1DSX_B
1DSX_E	1DSX_C
1DSX_E	1DSX_D
1DSX_E	1DSX_F
1DSX_E	1DSX_G
1DSX_E	1DSX_H
1DSZ_A	1DSZ_B
1DTD_A	1DTD_B
1DTD_B	1DTD_A
1DTJ_B	1DTJ_A
1DTJ_B	1DTJ_C
1DTJ_B	1DTJ_D
1DU0_B	1DU0_A
1DU5_A	1DU5_B
1DUV_H	1DUV_G
1DUV_H	1DUV_I
1DUX_F	1DUX_C
1DV4_G	1DV4_E
1DVK_A	1DVK_B
1DVK_B	1DVK_A
1DVR_A	1DVR_B
1DW0_A	1DW0_B
1DW0_A	1DW0_C
1DW1_A	1DW1_B
1DW1_A	1DW1_C
1DWK_C	1DWK_A
1DWK_C	1DWK_B
1DWK_C	1DWK_D
1DWK_C	1DWK_E
1DWK_C	1DWK_F
1DWK_C	1DWK_G
1DWK_C	1DWK_H
1DWK_C	1DWK_I
1DWK_C	1DWK_J
1DWL_A	1DWL_B
1DWU_A	1DWU_B
1DWW_B	1DWW_A
1DX5_K	1DX5_A
1DX5_K	1DX5_B
1DX5_K	1DX5_C
1DX5_K	1DX5_D
1DX5_K	1DX5_I
1DX5_K	1DX5_J
1DX5_K	1DX5_L
1DX5_K	1DX5_M
1DX5_K	1DX5_N
1DX5_K	1DX5_O
1DX5_K	1DX5_P
1DXE_B	1DXE_A
1DXF_A	1DXF_B
1DXG_A	1DXG_B
1DXL_A	1DXL_B
1DXL_A	1DXL_C
1DXL_A	1DXL_D
1DXM_B	1DXM_A
1DXQ_A	1DXQ_B
1DXQ_A	1DXQ_C
1DXQ_A	1DXQ_D
1DXX_B	1DXX_A
1DXX_B	1DXX_C
1DXX_B	1DXX_D
1DY5_A	1DY5_B
1DY6_B	1DY6_A
1DYN_A	1DYN_B
1DYO_B	1DYO_A
1DYS_A	1DYS_B
1DZ1_B	1DZ1_A
1DZI_A	1DZI_B
1DZI_A	1DZI_C
1DZI_A	1DZI_D
1DZK_B	1DZK_A
1DZR_A	1DZR_B
1DZT_B	1DZT_A
1E08_E	1E08_A
1E08_E	1E08_D
1E0A_B	1E0A_A
1E0B_A	1E0B_B
1E0B_B	1E0B_A
1E0E_B	1E0E_A
1E0F_I	1E0F_A
1E0F_I	1E0F_B
1E0F_I	1E0F_C
1E0F_I	1E0F_D
1E0F_I	1E0F_E
1E0F_I	1E0F_F
1E0F_I	1E0F_J
1E0F_I	1E0F_K
1E0F_J	1E0F_A
1E0F_J	1E0F_B
1E0F_J	1E0F_C
1E0F_J	1E0F_D
1E0F_J	1E0F_E
1E0F_J	1E0F_F
1E0F_J	1E0F_I
1E0F_J	1E0F_K
1E0K_A	1E0K_B
1E0K_A	1E0K_C
1E0K_A	1E0K_D
1E0K_A	1E0K_E
1E0K_A	1E0K_F
1E0T_A	1E0T_B
1E0T_A	1E0T_C
1E0T_A	1E0T_D
1E19_A	1E19_B
1E1H_A	1E1H_B
1E1H_A	1E1H_C
1E1H_A	1E1H_D
1E1H_B	1E1H_A
1E1H_B	1E1H_C
1E1H_B	1E1H_D
1E1H_D	1E1H_A
1E1H_D	1E1H_B
1E1H_D	1E1H_C
1E2A_A	1E2A_B
1E2A_A	1E2A_C
1E2K_A	1E2K_B
1E2T_D	1E2T_A
1E2T_D	1E2T_B
1E2T_D	1E2T_C
1E2T_D	1E2T_E
1E2T_D	1E2T_F
1E2T_D	1E2T_G
1E2T_D	1E2T_H
1E2V_A	1E2V_B
1E2V_A	1E2V_C
1E2W_B	1E2W_A
1E31_B	1E31_A
1E3A_A	1E3A_B
1E3A_B	1E3A_A
1E3D_B	1E3D_A
1E3D_B	1E3D_C
1E3D_B	1E3D_D
1E3I_B	1E3I_A
1E44_B	1E44_A
1E4E_A	1E4E_B
1E4E_B	1E4E_A
1E52_A	1E52_B
1E57_B	1E57_A
1E57_B	1E57_C
1E5D_A	1E5D_B
1E5E_A	1E5E_B
1E5E_B	1E5E_A
1E5F_A	1E5F_B
1E5P_A	1E5P_B
1E5P_A	1E5P_C
1E5P_A	1E5P_D
1E5P_B	1E5P_A
1E5P_B	1E5P_C
1E5P_B	1E5P_D
1E5Q_B	1E5Q_A
1E5Q_B	1E5Q_C
1E5Q_B	1E5Q_D
1E5Q_B	1E5Q_E
1E5Q_B	1E5Q_F
1E5Q_B	1E5Q_G
1E5Q_B	1E5Q_H
1E5R_A	1E5R_B
1E5R_B	1E5R_A
1E5S_B	1E5S_A
1E5X_A	1E5X_B
1E5X_B	1E5X_A
1E69_E	1E69_A
1E69_E	1E69_B
1E69_E	1E69_C
1E69_E	1E69_D
1E69_E	1E69_F
1E6C_A	1E6C_B
1E6E_A	1E6E_B
1E6E_A	1E6E_C
1E6E_A	1E6E_D
1E6I_A	1E6I_P
1E6V_F	1E6V_A
1E6V_F	1E6V_B
1E6V_F	1E6V_C
1E6V_F	1E6V_D
1E6V_F	1E6V_E
1E6W_D	1E6W_A
1E6W_D	1E6W_B
1E6W_D	1E6W_C
1E6Y_A	1E6Y_B
1E6Y_A	1E6Y_C
1E6Y_A	1E6Y_D
1E6Y_A	1E6Y_E
1E6Y_A	1E6Y_F
1E6Y_C	1E6Y_A
1E6Y_C	1E6Y_B
1E6Y_C	1E6Y_D
1E6Y_C	1E6Y_E
1E6Y_C	1E6Y_F
1E6Y_E	1E6Y_A
1E6Y_E	1E6Y_B
1E6Y_E	1E6Y_C
1E6Y_E	1E6Y_D
1E6Y_E	1E6Y_F
1E6Z_B	1E6Z_A
1E7L_A	1E7L_B
1E7N_A	1E7N_B
1E7W_B	1E7W_A
1E8C_B	1E8C_A
1E8G_B	1E8G_A
1E8O_D	1E8O_A
1E8O_D	1E8O_B
1E8O_D	1E8O_C
1E8U_B	1E8U_A
1E8V_B	1E8V_A
1E91_A	1E91_B
1E9G_B	1E9G_A
1E9R_D	1E9R_A
1E9R_D	1E9R_B
1E9R_D	1E9R_E
1E9R_D	1E9R_F
1E9R_D	1E9R_G
1E9S_G	1E9S_A
1E9S_G	1E9S_B
1E9S_G	1E9S_D
1E9S_G	1E9S_E
1E9S_G	1E9S_F
1E9S_G	1E9S_H
1E9S_G	1E9S_I
1E9S_G	1E9S_J
1E9S_G	1E9S_K
1E9S_G	1E9S_L
1E9S_G	1E9S_M
1E9Y_A	1E9Y_B
1E9Z_A	1E9Z_B
1E9Z_B	1E9Z_A
1EA0_A	1EA0_B
1EA4_F	1EA4_A
1EA4_F	1EA4_B
